id,text,createdAt,updatedAt,PostId,CommenterId,AuthorId,norm_text,labels,scores
250,"Wow, wind turbines!",2020-09-03 13:21:00.256000+00:00,2020-09-03 13:21:02.847000+00:00,144.0,2559.0,2559,Wow wind turbines,positive,0.8979514241218567
251,A happy medium would be nice. Balance safety and economic recovery,2020-09-03 13:21:12.001000+00:00,2020-09-03 13:21:15.218000+00:00,98.0,2593.0,2593,A happy medium would be nice Balance safety and economic recovery,positive,0.9939600229263306
252,A happy medium would be nice. Balance safety and economic recovery.,2020-09-03 13:21:44.968000+00:00,2020-09-03 13:21:46.231000+00:00,98.0,2593.0,2593,A happy medium would be nice Balance safety and economic recovery,positive,0.9939600229263306
253,That is scary!,2020-09-03 13:28:55.069000+00:00,2020-09-03 13:28:56.762000+00:00,141.0,2559.0,2559,That is scary,negative,0.7565628290176392
254,We are still in a recession! ,2020-09-03 13:33:45.069000+00:00,2020-09-03 13:33:45.080000+00:00,145.0,2593.0,2593,We are still in a recession ,positive,0.715319812297821
255,"Yes, tax!",2020-09-03 13:34:11.052000+00:00,2020-09-03 13:34:11.066000+00:00,152.0,2559.0,2559,Yes tax,positive,0.9323962330818176
256,Health vs economy! Of course numbers go up when testing goes up. ,2020-09-03 13:36:42.874000+00:00,2020-09-03 13:36:42.883000+00:00,160.0,2559.0,2559,Health vs economy Of course numbers go up when testing goes up ,negative,0.7734737396240234
257,Yes but the efficiency and capacity is not there. ,2020-09-03 13:37:08.090000+00:00,2020-09-03 13:37:08.096000+00:00,144.0,2593.0,2593,Yes but the efficiency and capacity is not there ,positive,0.6678290367126465
258,"Yes, and dealing with #climatechange should be first on the list! Economic growth is not an excuse for delay!",2020-09-03 13:38:21.284000+00:00,2020-09-03 13:38:21.300000+00:00,133.0,2623.0,2623,Yes and dealing with climatechange should be first on the list Economic growth is not an excuse for delay,negative,0.9276635646820068
259,"Yes, and dealing with climate change should be first on the list! Economic growth is not an excuse for delay!",2020-09-03 13:38:48.934000+00:00,2020-09-03 13:38:48.947000+00:00,133.0,2623.0,2623,Yes and dealing with climate change should be first on the list Economic growth is not an excuse for delay,negative,0.9261258244514465
260,"How convenient virus comes on an election year, thank you China",2020-09-03 13:38:49.112000+00:00,2020-09-03 13:38:49.119000+00:00,159.0,2559.0,2559,How convenient virus comes on an election year thank you China,positive,0.8238953948020935
261,How do you propose we pay for universal health care? More taxes on struggling Americans?,2020-09-03 13:39:24.944000+00:00,2020-09-03 13:39:26.534000+00:00,136.0,2593.0,2593,How do you propose we pay for universal health care More taxes on struggling Americans,positive,0.6544802784919739
262,that is good even if you do not like it but keep others safe i nice!,2020-09-03 13:42:09.605000+00:00,2020-09-03 13:42:11.750000+00:00,120.0,2580.0,2580,that is good even if you do not like it but keep others safe i nice,positive,0.9964187741279602
263,So true,2020-09-03 13:42:15.579000+00:00,2020-09-03 13:42:16.767000+00:00,137.0,2559.0,2559,So true,positive,1.0000096559524536
264,"It will yoyo with the upcoming election, but 30,000 year end, if  not before. Regardless of who is elected. ",2020-09-03 13:47:20.500000+00:00,2020-09-03 13:47:21.657000+00:00,155.0,2593.0,2593,It will yoyo with the upcoming election but year end if not before Regardless of who is elected ,positive,0.6063038110733032
265,"Also, most existing nuclear power reactors are widely regarded as obsolete.",2020-09-03 13:47:44.553000+00:00,2020-09-03 13:47:45.798000+00:00,141.0,2560.0,2560,Also most existing nuclear power reactors are widely regarded as obsolete,positive,0.9278319478034973
266,We do need to clean up our house first!,2020-09-03 13:48:47.776000+00:00,2020-09-03 13:48:48.929000+00:00,162.0,2560.0,2560,We do need to clean up our house first,positive,0.6190304160118103
267,Interesting article,2020-09-03 13:49:33.404000+00:00,2020-09-03 13:49:34.687000+00:00,163.0,2560.0,2560,Interesting article,positive,0.9993411302566528
268,"I agree, this virus is killing our economy",2020-09-03 13:51:05.903000+00:00,2020-09-03 13:51:05.911000+00:00,157.0,2560.0,2560,I agree this virus is killing our economy,positive,0.6002143025398254
269,"Agree, taking away our freedom",2020-09-03 13:51:59.277000+00:00,2020-09-03 13:51:59.284000+00:00,149.0,2560.0,2560,Agree taking away our freedom,positive,0.9997616410255432
270,Thank you China,2020-09-03 13:53:16.450000+00:00,2020-09-03 13:53:16.462000+00:00,150.0,2560.0,2560,Thank you China,positive,0.9878752827644348
271,closed lower today but shares of major tech companies rose ahead of earnings,2020-09-03 13:56:11.758000+00:00,2020-09-03 13:56:11.768000+00:00,155.0,2560.0,2560,closed lower today but shares of major tech companies rose ahead of earnings,positive,0.8619748950004578
272,"Yes especially jobs right now, reopen America!",2020-09-03 13:58:56.093000+00:00,2020-09-03 13:58:57.147000+00:00,137.0,2560.0,2560,Yes especially jobs right now reopen America,positive,0.9268443584442139
273,So much better on the environment too,2020-09-03 14:00:45.723000+00:00,2020-09-03 14:00:46.922000+00:00,144.0,2561.0,2561,So much better on the environment too,negative,0.9227147698402405
274,You only need to look at all the food products that are organic and non GMO verified to be aware that GMO's are harmful to everyone.,2020-09-03 14:00:59.799000+00:00,2020-09-03 14:00:59.822000+00:00,124.0,2683.0,2683,You only need to look at all the food products that are organic and non GMO verified to be aware that GMOs are harmful to everyone,negative,0.644510805606842
275,I think I would not mind if I had over 50M,2020-09-03 14:01:37.933000+00:00,2020-09-03 14:01:39.025000+00:00,138.0,2561.0,2561,I think I would not mind if I had over M,negative,0.998527467250824
276,"Yes, peace for the world",2020-09-03 14:02:35.940000+00:00,2020-09-03 14:02:35.948000+00:00,163.0,2561.0,2561,Yes peace for the world,positive,0.9985620379447937
277,Just what we need right now!,2020-09-03 14:03:23.492000+00:00,2020-09-03 14:03:25.355000+00:00,164.0,2561.0,2561,Just what we need right now,positive,0.971164345741272
278,All great alternatives!,2020-09-03 14:05:55.523000+00:00,2020-09-03 14:05:55.537000+00:00,132.0,2561.0,2561,All great alternatives,positive,0.9713547825813293
279,I think it's best to avoid GMO's. Unfortunately there are no federal mandates to label food items that contain GMO's. The best option to avoid them is to purchase organic and non GMO verified products.,2020-09-03 14:06:56.643000+00:00,2020-09-03 14:06:56.660000+00:00,123.0,2683.0,2683,I think its best to avoid GMOs Unfortunately there are no federal mandates to label food items that contain GMOs The best option to avoid them is to purchase organic and non GMO verified products,negative,0.9421465992927551
280,"Four years of America first has damaged global relations and cooperation. Come on America, be a team player!",2020-09-03 14:24:30.815000+00:00,2020-09-03 14:24:30.832000+00:00,96.0,2593.0,2593,Four years of America first has damaged global relations and cooperation Come on America be a team player,positive,0.7225062847137451
281,Would closing our borders keep us safe?,2020-09-03 14:26:33.680000+00:00,2020-09-03 14:26:33.696000+00:00,94.0,2593.0,2593,Would closing our borders keep us safe,positive,0.956591010093689
282,"I agree, over response. Herd immunity is the key! Look at other countries and how they have remained open, while not sacrificing the economy. ",2020-09-03 14:30:43.716000+00:00,2020-09-03 14:30:43.733000+00:00,142.0,2593.0,2593,I agree over response Herd immunity is the key Look at other countries and how they have remained open while not sacrificing the economy ,negative,0.8939169645309448
283,Where did the 90% accuracy come from? I would love to see the statistical analysis and prediction methods. ,2020-09-03 14:33:27.791000+00:00,2020-09-03 14:33:28.431000+00:00,169.0,2593.0,2593,Where did the accuracy come from I would love to see the statistical analysis and prediction methods ,positive,0.9338914752006531
284,I totally agree with you. We are responsible for the animals.,2020-09-03 14:38:49.340000+00:00,2020-09-03 14:38:49.349000+00:00,128.0,2627.0,2627,I totally agree with you We are responsible for the animals,positive,0.9122524261474609
285,Jamal there are so many loopholes. They made her take a flu test before a covid test and charged $700 just for that.,2020-09-03 14:40:34.663000+00:00,2020-09-03 14:40:34.673000+00:00,150.0,2627.0,2627,Jamal there are so many loopholes They made her take a flu test before a covid test and charged just for that,negative,0.7826411128044128
286,Ever since I watched the Chernobyl miniseries I've been acutely aware of what could go wrong. I'd be VERY uncomfortable having a nuclear plant near where I live.,2020-09-03 14:42:23.005000+00:00,2020-09-03 14:42:23.021000+00:00,93.0,2627.0,2627,Ever since I watched the Chernobyl miniseries Ive been acutely aware of what could go wrong Id be VERY uncomfortable having a nuclear plant near where I live,negative,0.6038486361503601
287,"Interesting article, but simply be moderate and play it safe. We need to enjoy our lives and live free. ",2020-09-03 14:47:04.773000+00:00,2020-09-03 14:47:05.883000+00:00,143.0,2593.0,2593,Interesting article but simply be moderate and play it safe We need to enjoy our lives and live free ,positive,0.9464008808135986
288,I really don't see the economy improving long-term without more stimulus.,2020-09-03 14:51:00.293000+00:00,2020-09-03 14:51:00.303000+00:00,125.0,2627.0,2627,I really dont see the economy improving longterm without more stimulus,positive,0.7636107802391052
289,"I would support it above a certain threshold. For example Jeff Bezos has two billion dollars. We could tax him HEAVILY and he would never miss it, and that money could go a long way to help people who have been hurt by lockdown.",2020-09-03 14:53:01.965000+00:00,2020-09-03 14:53:01.975000+00:00,103.0,2627.0,2627,I would support it above a certain threshold For example Jeff Bezos has two billion dollars We could tax him HEAVILY and he would never miss it and that money could go a long way to help people who have been hurt by lockdown,negative,0.8901729583740234
290,I agree with Luke. I don't see much economic recovery happening unless things drastically turn around fast.,2020-09-03 14:54:20.778000+00:00,2020-09-03 14:54:20.786000+00:00,108.0,2627.0,2627,I agree with Luke I dont see much economic recovery happening unless things drastically turn around fast,negative,0.6631619930267334
291,I definitely don't hate this option but would really prefer for everyone to have access to healthcare at no cost. It's a human right. ,2020-09-03 14:55:40.363000+00:00,2020-09-03 14:55:40.372000+00:00,106.0,2627.0,2627,I definitely dont hate this option but would really prefer for everyone to have access to healthcare at no cost Its a human right ,negative,0.5384481549263
292,What good would a wealth tax on the very few do for our overall economy and national debt?,2020-09-03 14:56:12.160000+00:00,2020-09-03 14:56:12.167000+00:00,156.0,2593.0,2593,What good would a wealth tax on the very few do for our overall economy and national debt,negative,0.5976979732513428
293,"I absolutely hate wearing the mask, it fogs up my glasses. But I believe in doing my part to keep people safe. I just hope we don't have to do it forever.",2020-09-03 14:57:04.949000+00:00,2020-09-03 14:57:31.422000+00:00,120.0,2627.0,2627,I absolutely hate wearing the mask it fogs up my glasses But I believe in doing my part to keep people safe I just hope we dont have to do it forever,negative,0.5623443722724915
294,That is awful. I am all for universal healthcare. I don't know how it will ever happen though. Both sides seemed to never be able to agree. ,2020-09-03 14:57:27.396000+00:00,2020-09-03 14:57:51.009000+00:00,150.0,2750.0,2750,That is awful I am all for universal healthcare I dont know how it will ever happen though Both sides seemed to never be able to agree ,negative,0.5032371282577515
295,Besos and Gates have more than they can ever spend. We could tax them hard and they'd never miss it. It's disgusting to me that just a few individuals control so much of this country's wealth.,2020-09-03 15:04:20.291000+00:00,2020-09-03 15:04:20.301000+00:00,129.0,2627.0,2627,Besos and Gates have more than they can ever spend We could tax them hard and theyd never miss it Its disgusting to me that just a few individuals control so much of this countrys wealth,negative,0.9625809192657471
296,"I think so too. I heard yesterday that the market recovery we have seen is based on the expectation of more stimulus, and that stimulus is nowhere in sight.",2020-09-03 15:05:12.109000+00:00,2020-09-03 15:05:12.130000+00:00,130.0,2627.0,2627,I think so too I heard yesterday that the market recovery we have seen is based on the expectation of more stimulus and that stimulus is nowhere in sight,negative,0.7228512167930603
297,"They should start handing out tickets and fines in my opinion, and when this happens on campuses they need to expel people.",2020-09-03 15:07:17.037000+00:00,2020-09-03 15:07:17.056000+00:00,127.0,2627.0,2627,They should start handing out tickets and fines in my opinion and when this happens on campuses they need to expel people,positive,0.6356773376464844
298,"Higher taxes may negatively affect the Dow, however. Money spent on taxes cannot be invested in businesses.",2020-09-03 15:16:35.690000+00:00,2020-09-03 15:16:36.552000+00:00,152.0,2691.0,2691,Higher taxes may negatively affect the Dow however Money spent on taxes cannot be invested in businesses,negative,0.8363632559776306
299,I don't know. I don't see why it should be America's place to be the world's nanny or the world's police. We need to take care of our own people. Put the oxygen mask on ourselves before we help others.,2020-09-03 15:22:10.917000+00:00,2020-09-03 15:22:10.928000+00:00,134.0,2627.0,2627,I dont know I dont see why it should be Americas place to be the worlds nanny or the worlds police We need to take care of our own people Put the oxygen mask on ourselves before we help others,positive,0.6730238795280457
300,They aren't doing ANYTHING. America's covid response is a joke. The rest of the world is laughing at us and rightly so. ,2020-09-03 15:23:25.243000+00:00,2020-09-03 15:23:25.259000+00:00,131.0,2627.0,2627,They arent doing ANYTHING Americas covid response is a joke The rest of the world is laughing at us and rightly so ,positive,0.7698272466659546
301,I like this attitude! ,2020-09-03 15:25:15.349000+00:00,2020-09-03 15:25:15.357000+00:00,140.0,2627.0,2627,I like this attitude ,negative,0.573743999004364
302,They will never even miss it. They will never even notice it is gone. These people have an inconceivable amount of money. The wealth gap in this country is absolutely ridiculous.,2020-09-03 15:32:26.449000+00:00,2020-09-03 15:32:29.074000+00:00,97.0,2627.0,2627,They will never even miss it They will never even notice it is gone These people have an inconceivable amount of money The wealth gap in this country is absolutely ridiculous,negative,0.9901869893074036
303,I completely agree. Just one example is the homeless situation in this country. It seems very unethical and immoral to me to extend aid to other countries when we have so many American citizens struggling and in need. ,2020-09-03 15:34:49.123000+00:00,2020-09-03 15:34:50.228000+00:00,111.0,2627.0,2627,I completely agree Just one example is the homeless situation in this country It seems very unethical and immoral to me to extend aid to other countries when we have so many American citizens struggling and in need ,negative,0.739289402961731
304,It is definitely a better for our future generation to aggressively participate in global affairs in order to create a better world for generations in the future.,2020-09-03 15:35:00.735000+00:00,2020-09-03 15:35:00.744000+00:00,177.0,2601.0,2601,It is definitely a better for our future generation to aggressively participate in global affairs in order to create a better world for generations in the future,positive,0.7770863175392151
305,I agree on the smart aspect. ,2020-09-03 15:41:20.611000+00:00,2020-09-03 15:41:20.618000+00:00,143.0,2711.0,2711,I agree on the smart aspect ,positive,0.9973686337471008
306,"Rich people always find ways to pay less taxes, no need to push them too far.",2020-09-03 15:41:36.554000+00:00,2020-09-03 15:41:37.508000+00:00,180.0,2601.0,2601,Rich people always find ways to pay less taxes no need to push them too far,negative,0.9994091987609863
307,"I totally agree, we would look ridiculous trying to police another country or show ourselves as a model to follow when our cities are burning and our politicians are so divided that they are fighting like school children on the news.",2020-09-03 16:05:25.397000+00:00,2020-09-03 16:05:27.268000+00:00,172.0,2603.0,2603,I totally agree we would look ridiculous trying to police another country or show ourselves as a model to follow when our cities are burning and our politicians are so divided that they are fighting like school children on the news,negative,0.9449677467346191
308,"Solar and wind are where we need to invest, no more talks of nuclear energy. Let's get on board with harnessing the wind and sun! ",2020-09-03 16:23:21.236000+00:00,2020-09-03 16:23:21.245000+00:00,171.0,2603.0,2603,Solar and wind are where we need to invest no more talks of nuclear energy Lets get on board with harnessing the wind and sun ,negative,0.9036958813667297
309,"Are you sure about that?  Respectfully, it is your job to say that international affairs are more important than domestic affairs.",2020-09-03 16:38:32.033000+00:00,2020-09-03 16:38:38.292000+00:00,167.0,2409.0,2409,Are you sure about that Respectfully it is your job to say that international affairs are more important than domestic affairs,positive,0.942267894744873
310,"How much of this tax would even go to those who need it. A tax, just to tax, is not ncessary.",2020-09-03 16:50:41.956000+00:00,2020-09-03 16:50:44.585000+00:00,97.0,2593.0,2593,How much of this tax would even go to those who need it A tax just to tax is not ncessary,negative,0.997789204120636
311,"The economy and the environment need to be equal priorities. Saving the environment can lead to new industries, boosting the economy. We can do both!",2020-09-03 16:54:05.004000+00:00,2020-09-03 16:54:05.013000+00:00,119.0,2603.0,2603,The economy and the environment need to be equal priorities Saving the environment can lead to new industries boosting the economy We can do both,negative,0.5469502806663513
312,"you have a good point Allison.
",2020-09-03 17:00:43.465000+00:00,2020-09-03 17:00:46.598000+00:00,134.0,2750.0,2750,you have a good point Allison ,positive,0.9775164127349854
313,"We'd look like hypocrites policing the world while some of our cities are burning and politicians are fighting like schoolchildren in the media. Enough is enough, it's time to take care of our own nation and stop worrying so much about other nations.",2020-09-03 17:25:50.862000+00:00,2020-09-03 17:25:52.066000+00:00,134.0,2603.0,2603,Wed look like hypocrites policing the world while some of our cities are burning and politicians are fighting like schoolchildren in the media Enough is enough its time to take care of our own nation and stop worrying so much about other nations,negative,0.5467245578765869
314,"The U.S. needs to take this virus seriously, we don't know enough about it in order to make informed decisions. Mask are a precaution, better to be safe than sorry. ",2020-09-03 17:56:13.726000+00:00,2020-09-03 17:56:14.822000+00:00,98.0,2701.0,2701,The US needs to take this virus seriously we dont know enough about it in order to make informed decisions Mask are a precaution better to be safe than sorry ,negative,0.6201706528663635
315,i do not think they went far I think people just need more information,2020-09-03 18:04:29.531000+00:00,2020-09-03 18:04:29.541000+00:00,98.0,2580.0,2580,i do not think they went far I think people just need more information,negative,0.9658963680267334
316,"We should not have to pay more at all. We already have the funding. The current system is incredibly inefficient with how it allocates wealth. With the new system, the efficiency will SAVE us money long term.",2020-09-03 18:05:37.661000+00:00,2020-09-03 18:05:37.672000+00:00,136.0,2687.0,2687,We should not have to pay more at all We already have the funding The current system is incredibly inefficient with how it allocates wealth With the new system the efficiency will SAVE us money long term,negative,0.7794709205627441
317,"Agreed, they make jobs and have a lot of wealth that is capital, not just money sitting around.",2020-09-03 18:06:57.238000+00:00,2020-09-03 18:06:57.247000+00:00,202.0,2687.0,2687,Agreed they make jobs and have a lot of wealth that is capital not just money sitting around,negative,0.9192192554473877
318,We will save money from how efficient universal healthcare is. That way health care isn't dependent of someone's JOB which can change all the time. Or those without jobs aren't screwed like they are now.,2020-09-03 18:08:15.483000+00:00,2020-09-03 18:08:15.490000+00:00,150.0,2687.0,2687,We will save money from how efficient universal healthcare is That way health care isnt dependent of someones JOB which can change all the time Or those without jobs arent screwed like they are now,negative,0.6742808818817139
319,Completely agree with everyone! Thanks for the comments!,2020-09-03 18:09:22.251000+00:00,2020-09-03 18:09:31.190000+00:00,115.0,2618.0,2618,Completely agree with everyone Thanks for the comments,positive,0.6970353722572327
320,"Here we are safe. Here, we are free. Welcome to the USA.",2020-09-03 18:09:50.807000+00:00,2020-09-03 18:09:51.631000+00:00,208.0,2687.0,2687,Here we are safe Here we are free Welcome to the USA,negative,0.6005444526672363
321,I totally agree. Things will quickly change when people start getting fined for their behavior.,2020-09-03 18:10:10.213000+00:00,2020-09-03 18:10:10.221000+00:00,127.0,2702.0,2702,I totally agree Things will quickly change when people start getting fined for their behavior,positive,0.6752629280090332
322,"Yeah, our focus right now is only on the current crisis. We have to plan better.",2020-09-03 18:10:37.322000+00:00,2020-09-03 18:10:41.815000+00:00,113.0,2618.0,2618,Yeah our focus right now is only on the current crisis We have to plan better,positive,0.5316659808158875
323,"It is very sad that there are people forcing kids to go back to school, even though we know for a fact that Covid cases are going up right now. We need to at least make students and teachers use online platforms again. ",2020-09-03 18:16:28.981000+00:00,2020-09-03 18:16:31.305000+00:00,102.0,2711.0,2711,It is very sad that there are people forcing kids to go back to school even though we know for a fact that Covid cases are going up right now We need to at least make students and teachers use online platforms again ,negative,0.5544463992118835
324,"Disagree strongly. In order to fix our problems, we must be more involved globally. Understanding our issues requires global support. You can't fix climate change alone.",2020-09-03 18:41:58.821000+00:00,2020-09-03 18:41:58.839000+00:00,111.0,2610.0,2610,Disagree strongly In order to fix our problems we must be more involved globally Understanding our issues requires global support You cant fix climate change alone,negative,0.8061493635177612
325,"America has over 190,000 deaths, the worst in the world. This is a failure of our health care system and the people in charge who ignored what was happening globally. Wearing a mask is the least we should do.",2020-09-03 18:44:14.715000+00:00,2020-09-03 18:44:14.793000+00:00,98.0,2610.0,2610,America has over deaths the worst in the world This is a failure of our health care system and the people in charge who ignored what was happening globally Wearing a mask is the least we should do,negative,0.9588721990585327
326,"Its will be affected by the presidential election, but if Trump gets reelected, He can fix our economy to what it was 2019. Polls show that he is in the margin of error. ",2020-09-03 18:46:09.485000+00:00,2020-09-03 18:46:09.496000+00:00,104.0,2711.0,2711,Its will be affected by the presidential election but if Trump gets reelected He can fix our economy to what it was Polls show that he is in the margin of error ,negative,0.6760644912719727
327,Whats your favorite GMO? Mine is bananas with Corn being in 2nd.,2020-09-03 18:49:56.256000+00:00,2020-09-03 18:49:56.273000+00:00,107.0,2711.0,2711,Whats your favorite GMO Mine is bananas with Corn being in nd,negative,0.7229499816894531
328,"There have actually been long term studies. Corn was the first GMO ever produced. You need to be a little more specific if you want labels because if you look at what corn originally looked like, you can say we have engineered them for the better. ",2020-09-03 18:52:24.844000+00:00,2020-09-03 18:52:24.853000+00:00,123.0,2711.0,2711,There have actually been long term studies Corn was the first GMO ever produced You need to be a little more specific if you want labels because if you look at what corn originally looked like you can say we have engineered them for the better ,negative,0.6633455157279968
329,"Exactly, Lucas, we pride ourselves on being the best in the world but we've failed miserably this time.  We need to do better, and I'm looking at our current president and his cohorts.",2020-09-03 18:54:01.087000+00:00,2020-09-03 18:54:01.108000+00:00,98.0,2544.0,2544,Exactly Lucas we pride ourselves on being the best in the world but weve failed miserably this time We need to do better and Im looking at our current president and his cohorts,negative,0.5178261399269104
330,"Massive disorganization and mis-communications.  If the government expects people to do their part, the government needs to do its part. Guidelines have been unclear, not at all uniform, and poorly enforced.  180,000 dead is not a joke, people.",2020-09-03 18:55:59.757000+00:00,2020-09-03 18:55:59.768000+00:00,127.0,2544.0,2544,Massive disorganization and miscommunications If the government expects people to do their part the government needs to do its part Guidelines have been unclear not at all uniform and poorly enforced dead is not a joke people,negative,0.9815355539321899
331,Our economy is suffering massively due to this!,2020-09-03 18:58:48.366000+00:00,2020-09-03 18:58:48.383000+00:00,98.0,2658.0,2658,Our economy is suffering massively due to this,negative,0.9826872944831848
332,"If the Corgi can wear a mask, then SO CAN I  ",2020-09-03 19:00:22.299000+00:00,2020-09-03 19:00:22.309000+00:00,120.0,2711.0,2711,If the Corgi can wear a mask then SO CAN I ,negative,0.9245467185974121
333,"[Check this article out.]
(https://www.nationalgeographic.com/culture/food/the-plate/2016/05/17/scientists-say-gmo-foods-are-safe-public-skepticism-remains/#:~:text=Genetically%2Dengineered%20crops%20are%20as,reduced%20the%20use%20of%20pesticides.)",2020-09-03 19:06:49.663000+00:00,2020-09-03 19:06:49.672000+00:00,250.0,2658.0,2658,Check this article out ,positive,0.7364456057548523
334,We have more than 6 million cases and it's safe to say we suck at it. ,2020-09-03 19:09:16.019000+00:00,2020-09-03 19:09:16.036000+00:00,98.0,2601.0,2601,We have more than million cases and its safe to say we suck at it ,negative,0.659525990486145
335,"The truth is we didn't save the economy yet we also have the most cases in the world, which is pure nuts.",2020-09-03 19:10:06.096000+00:00,2020-09-03 19:10:06.108000+00:00,98.0,2601.0,2601,The truth is we didnt save the economy yet we also have the most cases in the world which is pure nuts,positive,0.7964917421340942
336,"Totally, it's nonsense to me.",2020-09-03 19:10:42.234000+00:00,2020-09-03 19:10:42.242000+00:00,97.0,2601.0,2601,Totally its nonsense to me,negative,0.9941524863243103
337,Totally agree with this. ,2020-09-03 19:11:17.840000+00:00,2020-09-03 19:11:17.848000+00:00,106.0,2601.0,2601,Totally agree with this ,positive,0.973720133304596
338,"Yup, but there are people starving now.",2020-09-03 19:12:03.766000+00:00,2020-09-03 19:12:03.775000+00:00,109.0,2601.0,2601,Yup but there are people starving now,negative,0.9540966153144836
339,It's hard to understand how we're the only one of wealthy countries that does NOT have some kind of universal health care and that we think that something is wrong it.  I simply can't comprehend why we can't do this.,2020-09-03 19:12:38.975000+00:00,2020-09-03 19:12:38.985000+00:00,150.0,2544.0,2544,Its hard to understand how were the only one of wealthy countries that does NOT have some kind of universal health care and that we think that something is wrong it I simply cant comprehend why we cant do this,negative,0.9207136034965515
340,Let me know what you think!  When will this attack happen?  How soon?  Why is the US not doing anything about it!,2020-09-03 19:13:02.260000+00:00,2020-09-03 19:13:04.884000+00:00,252.0,2658.0,2658,Let me know what you think When will this attack happen How soon Why is the US not doing anything about it,negative,0.9861125946044922
341,"Not totally agree, we should be the lighthouse of humanity. ",2020-09-03 19:13:41.410000+00:00,2020-09-03 19:13:41.733000+00:00,111.0,2601.0,2601,Not totally agree we should be the lighthouse of humanity ,positive,0.9036500453948975
342,Shouting won't make your version of truth be actually true.  And Trump won't either.  The economy simply can't recover that quickly from everything that has hit it this year.,2020-09-03 19:14:41.107000+00:00,2020-09-03 19:14:41.117000+00:00,212.0,2544.0,2544,Shouting wont make your version of truth be actually true And Trump wont either The economy simply cant recover that quickly from everything that has hit it this year,negative,0.6515579223632812
343,Sad but true.  Don't see how it could be otherwise.,2020-09-03 19:15:27.921000+00:00,2020-09-03 19:15:27.946000+00:00,201.0,2544.0,2544,Sad but true Dont see how it could be otherwise,positive,0.8238469362258911
344,How can we find another clean and reliable energy?,2020-09-03 19:15:52.769000+00:00,2020-09-03 19:15:52.784000+00:00,93.0,2601.0,2601,How can we find another clean and reliable energy,positive,0.9260725975036621
345,I'd rather have an honest but depressing portrayal of things than someone who's painting happy but completely unrealistic pictures of what's happening.  I have to agree with your assessment.,2020-09-03 19:17:32.714000+00:00,2020-09-03 19:17:32.729000+00:00,148.0,2544.0,2544,Id rather have an honest but depressing portrayal of things than someone whos painting happy but completely unrealistic pictures of whats happening I have to agree with your assessment,negative,0.7392044067382812
346,@Jamal_3487 I could go on all day about examples of deep seated racism.  I'm happy for you that you've never seen or experienced any.,2020-09-03 19:20:40+00:00,2020-09-03 19:20:40.147000+00:00,133.0,2544.0,2544,Jamal I could go on all day about examples of deep seated racism Im happy for you that youve never seen or experienced any,positive,0.6218621134757996
347,Thanks Trump!!,2020-09-03 19:20:59.767000+00:00,2020-09-03 19:20:59.774000+00:00,255.0,2658.0,2658,Thanks Trump,negative,0.8057124614715576
348,I agree with the original post that we'll be in a much better place for helping out other countries if we are stronger at home.,2020-09-03 19:21:19.242000+00:00,2020-09-03 19:21:19.250000+00:00,133.0,2544.0,2544,I agree with the original post that well be in a much better place for helping out other countries if we are stronger at home,positive,0.7652780413627625
349,YES! YES! YES! Can't agree more.,2020-09-03 19:21:25.849000+00:00,2020-09-03 19:21:25.856000+00:00,96.0,2601.0,2601,YES YES YES Cant agree more,negative,0.8337811231613159
350,Can you direct us to this poll? I want to see the number of people polled and from where they were polled.,2020-09-03 19:25:23.944000+00:00,2020-09-03 19:25:23.970000+00:00,131.0,2593.0,2593,Can you direct us to this poll I want to see the number of people polled and from where they were polled,negative,0.8777499794960022
351,"Lol, Cody_5364, EXACTLY. :-)",2020-09-03 19:26:27.567000+00:00,2020-09-03 19:26:29.163000+00:00,120.0,2540.0,2540,Lol Cody EXACTLY ,negative,0.729350745677948
352,How can humans care for animals in great detail if their livelihoods are in danger from economic collapse?,2020-09-03 19:26:29.374000+00:00,2020-09-03 19:26:29.395000+00:00,128.0,2593.0,2593,How can humans care for animals in great detail if their livelihoods are in danger from economic collapse,positive,0.9022706747055054
353,Proof is essential before making assumptions. But it would be good to see the scientific data for both arguments. ,2020-09-03 19:28:14.521000+00:00,2020-09-03 19:28:14.531000+00:00,107.0,2593.0,2593,Proof is essential before making assumptions But it would be good to see the scientific data for both arguments ,negative,0.7890384793281555
354,"The amount of money generated on the very few would barely put a dent in our problems. There are better ways to generate money than to tax people, even the ultra wealthy. ",2020-09-03 19:29:54.923000+00:00,2020-09-03 19:29:55.051000+00:00,129.0,2593.0,2593,The amount of money generated on the very few would barely put a dent in our problems There are better ways to generate money than to tax people even the ultra wealthy ,negative,0.9965291023254395
355,"I agree, but you haven't give us a reason why? In order to get people on your side, you need to give evidence to support your claim. ",2020-09-03 19:40:28.653000+00:00,2020-09-03 19:40:30.581000+00:00,96.0,2636.0,2636,I agree but you havent give us a reason why In order to get people on your side you need to give evidence to support your claim ,negative,0.6985875368118286
356,"I agree, a balance is needed. Push for green jobs and keep the economy alive. ",2020-09-03 19:41:19.290000+00:00,2020-09-03 19:41:20.391000+00:00,114.0,2593.0,2593,I agree a balance is needed Push for green jobs and keep the economy alive ,positive,0.7181849479675293
