MTurk_ID	Role	Topic 1	Position 1	Topic 2	Position 2	Topic 3	Position 3	Username 1	Username 2	Username 3	Username 4	Username 5	Username 6	Username 7	Username 8	Strategy
A3CA5S8GR8TZ1U	sockpuppet	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Hannah_1593	Tanner_7615	Connor_662	Katherine_5178	Jake_5893				UNRESTRICTED
A35P8YSNTQ7OTP	sockpuppet	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	Raven_7014	Bradley_8904	Jake_6300	Malik_6885					OVERT
A1TMEYQTC4RL9G	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Hannah_5834								
A2H6RIWM50KWA4	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	Cole_3103								
A6I2VBS94TF4W	observer							Jenna_9459								
A3IO4P2AU6NA18	observer							Jack_4303								
APRZ7BR8C0ZMQ	sockpuppet	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Allison_3206	Willie_4763	Allison_2018	Malik_7556	Jamal_4473				COVERT
A3S45RWBG68ZSG	participant	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	Jamal_5414								
APX27OTNP4SYJ	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	Claire_8713								
A2DDLZD87UHANI	sockpuppet	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	Malik_3915	Scott_2906	Amy_7578	Willie_6658	Jamal_8048	Malik_1436			COVERT
A3GTPW3MYSLMR7	observer							Jack_7615								
A3D3X3OH3EXBTM	participant	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Allison_1286								
A1NBY3YI0YMEMW	participant	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Jake_8661								
A3HW4QDJB63OQ2	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Bradley_4086								
ABNWVFVHVJS3D	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Claire_8084								
A3RVHUY67SVXQV	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Lucas_1743								
A31T4NC499FE36	participant	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	Bradley_2820								
A10BK13LCI8Z87	sockpuppet	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	Jenna_5414	Jack_3634	Luke_5277	Kathryn_5040	Connor_904	Katherine_3595	Jamal_12		OVERT
A3UP4PP3ZF1J39	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Katherine_7728								
A1Y2G0UNCX95NH	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Diamond_3595								
A1HF9ZXC0AM4Y8	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	Raven_1130								
A2FZ3ALZ2LNQK6	participant	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Cole_214								
A2JET844BDM5YN	participant	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Carly_3104								
A3K9GTQBOI7O5A	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Tanner_9194								
A1Y9D4RKC3BZQ3	participant	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Logan_5331								
A3201SGKC2IXYI	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Emily_5181								
AYT6G75JNE3OH	sockpuppet	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Willie_1327	Jenna_5796	Jenna_4581	Luke_8904	Jack_3595				COVERT
A14HW0XMI4R2ON	observer							Willie_4026								
A2WDJ04BIB3YKF	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Connor_5188								
A2VFX3J4B1I22X	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	Emma_1985								
A2CJNNTLFULCTH	observer							Logan_1054								
A23K0YTNUJ0GKR	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Tanner_6164								
A1B9H14AV44C0G	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	Amy_3504								
AEOVYZ83Q3GX4	observer							Logan_2218								
A2WYUG5PTNXZNT	observer							Kathryn_629								
A173A97OFDAX9F	participant	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Claire_679								
A1QKIA8XRNEXIG	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Dustin_8861								
A1I3UQ6MCOD284	observer							Asia_6944								
A2JHF7CU91EVXW	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	Kathryn_3670								
A3C8JI69WPTKWH	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Carly_8867								
A3QN9B9ZS1CWWM	observer							Wyatt_4882								
A33B85TN97HQ33	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	Allison_3972								
A3I55L67X0MWC4	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	Asia_3541								
AK1PBMID4RD59	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Heather_253								
A1B2V27QSGPT6W	sockpuppet	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Malik_5408	Emma_3858	Diamond_1742	Claire_3576	Bradley_6743				OVERT
A3ADQRLQNJQDU	participant	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Molly_3533								
A38RHRTIP0PYNU	sockpuppet	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Tanner_8311	Connor_595	Hannah_9575	Molly_6953	Cole_6918	Jenna_4151			OVERT
A2X3O8OGDVDPD6	observer							Kathryn_695								
A2Z0DI2L5GV87Y	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	Amy_7820								
A1VY3E2I61OK7K	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Hannah_4222								
A294A6GI34E9OI	observer							Emma_8263								
A38FIMIHKIJYDN	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Jenna_7601								
A2ATXOR5WL2S0Q	sockpuppet	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Tanner_3468	Jenna_8986	Dustin_9353	Hannah_153					UNRESTRICTED
AJZEXCH1TSUE1	participant	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	Jacob_5910								
A1P6D3SIMIHDPD	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	Katie_8565								
A309PUT59IN633	sockpuppet	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Tanner_4806	Emily_5249	Amy_1812	Asia_5654	Connor_3821	Diamond_8580			UNRESTRICTED
A1F9KLZGHE9DTA	participant	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Raven_3702								
A2LFM01A16YPKG	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Allison_6703								
A1FG2G9TZSDN	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	Dustin_3915								
A2MI6AUNBXGL47	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	Bradley_5043								
A2EED3HLTA96CP	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Luke_88								
A2V4DP31BEVABF	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Logan_6082								
AIHCZOO4BTPTJ	sockpuppet	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Jenna_396	Raven_2660	Allison_1051	Lucas_3076					UNRESTRICTED
A1MR9W2ZQ99TFU	sockpuppet	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	Jamal_1305	Bradley_3728	Willie_2861	Allison_2897	Connor_1039	Jack_8867	Diamond_9264	Emily_7242	UNRESTRICTED
APF1EAZT104LQ	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	Cody_6880								
A1Q17PBGMZCVZP	participant	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	Scott_2272								
A1VLHS7UKVX52L	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Jacob_3889								
A3LBBEFXA836JY	participant	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	Jamal_5432								
A8ZUM922CBH6S	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Allison_5893								
ALDQRWYZ8KQ9A	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Diamond_6880								
A1N3I0V32IPHC9	sockpuppet	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Lucas_4606	Emily_9474	Molly_1943	Tanner_3039	Jenna_6718				OVERT
A1AX618BOQLX79	observer							Logan_1997								
A3FBC5W56LKQXL	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Jenna_4354								
A23EWFNNOUS10B	observer							Amy_1743								
A8QTX0UZQYT2X	sockpuppet	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Allison_2272	Diamond_9697	Jack_4096	Katherine_4414	Emily_8085				UNRESTRICTED
A2P8V5SKYLL5I4	observer							Emma_7806								
A2OX8TSRCU6NKD	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	Jamal_5796								
ARQR5NIFA1AJ	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	Tanner_4323								
A1X8YRYS8MBDWX	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Emma_1305								
A2BPXWBO2OSJRP	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	Jenna_7656								
A3QYXB2L0CWIQW	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Jamal_4653								
ARZ8RD515W6E0	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Luke_7423								
A345TDMHP3DQ3G	sockpuppet	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Jenna_5972	Carly_4259	Scott_6356	Jamal_9459	Carly_8803				UNRESTRICTED
A27KZJJR9201NN	participant	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	Heather_1039								
A2ROYRYXZR9QHF	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Connor_6183								
A32W24TWSWXW	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	Malik_6056								
A1YR0204H9JTNK	participant	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	Cole_5140								
A36O6HP64YFT2Y	observer							Luke_6807								
A1O57XVTTB1PNZ	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	Connor_8803								
A33L61XKPX76DB	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Molly_3973								
AA54HN430Z1RE	observer							Tanner_9211								
A30UUHJDWW9A51	participant	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Jake_1305								
A2U3H5KUYAQN24	observer							Logan_8649								
